# q=  0.00000000E+00  0.00000000E+00  0.83333333E-01  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      35     -0.21149977E-01     -0.21150154E-01     -0.15300485E-06     -0.70023691E-06
      36     -0.21149982E-01     -0.21150154E-01     -0.16810787E-06     -0.70023691E-06
      37     -0.21149988E-01     -0.21150154E-01     -0.18627130E-06     -0.70023691E-06
      38     -0.21149993E-01     -0.21150154E-01     -0.19956406E-06     -0.70023691E-06
      39     -0.21149996E-01     -0.21150154E-01     -0.20904880E-06     -0.70023691E-06
      40     -0.21149999E-01     -0.21150154E-01     -0.22132078E-06     -0.70023691E-06
 
# q=  0.00000000E+00  0.00000000E+00  0.25000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.18394007E-01     -0.23543786E-01     -0.34685051E-08     -0.66949871E-06
       2     -0.23065008E-01     -0.23543786E-01     -0.79156108E-08     -0.66949871E-06
       3     -0.23517378E-01     -0.23543786E-01     -0.10985893E-07     -0.66949871E-06
       4     -0.23535229E-01     -0.23543786E-01     -0.13383195E-07     -0.66949871E-06
       5     -0.23537387E-01     -0.23543786E-01     -0.15240148E-07     -0.66949871E-06
       6     -0.23539111E-01     -0.23543786E-01     -0.17353612E-07     -0.66949871E-06
       7     -0.23540188E-01     -0.23543786E-01     -0.19409789E-07     -0.66949871E-06
       8     -0.23541046E-01     -0.23543786E-01     -0.21358579E-07     -0.66949871E-06
       9     -0.23541379E-01     -0.23543786E-01     -0.23046473E-07     -0.66949871E-06
      10     -0.23541719E-01     -0.23543786E-01     -0.25093163E-07     -0.66949871E-06
      11     -0.23541908E-01     -0.23543786E-01     -0.26741685E-07     -0.66949871E-06
      12     -0.23542064E-01     -0.23543786E-01     -0.28477354E-07     -0.66949871E-06
      13     -0.23542257E-01     -0.23543786E-01     -0.30609449E-07     -0.66949871E-06
      14     -0.23542414E-01     -0.23543786E-01     -0.32673296E-07     -0.66949871E-06
      15     -0.23542579E-01     -0.23543786E-01     -0.34517618E-07     -0.66949871E-06
      16     -0.23542676E-01     -0.23543786E-01     -0.36953606E-07     -0.66949871E-06
      17     -0.23542818E-01     -0.23543786E-01     -0.39519102E-07     -0.66949871E-06
      18     -0.23542907E-01     -0.23543786E-01     -0.42153042E-07     -0.66949871E-06
      19     -0.23542979E-01     -0.23543786E-01     -0.45460103E-07     -0.66949871E-06
      20     -0.23543038E-01     -0.23543786E-01     -0.50375731E-07     -0.66949871E-06
      21     -0.23543093E-01     -0.23543786E-01     -0.54291160E-07     -0.66949871E-06
      22     -0.23543134E-01     -0.23543786E-01     -0.59256651E-07     -0.66949871E-06
      23     -0.23543170E-01     -0.23543786E-01     -0.65044679E-07     -0.66949871E-06
      24     -0.23543207E-01     -0.23543786E-01     -0.70601830E-07     -0.66949871E-06
      25     -0.23543231E-01     -0.23543786E-01     -0.78237296E-07     -0.66949871E-06
      26     -0.23543256E-01     -0.23543786E-01     -0.86071118E-07     -0.66949871E-06
      27     -0.23543278E-01     -0.23543786E-01     -0.93867936E-07     -0.66949871E-06
      28     -0.23543294E-01     -0.23543786E-01     -0.10253231E-06     -0.66949871E-06
      29     -0.23543315E-01     -0.23543786E-01     -0.11193001E-06     -0.66949871E-06
      30     -0.23543331E-01     -0.23543786E-01     -0.12230853E-06     -0.66949871E-06
      31     -0.23543347E-01     -0.23543786E-01     -0.13293924E-06     -0.66949871E-06
      32     -0.23543360E-01     -0.23543786E-01     -0.14242102E-06     -0.66949871E-06
      33     -0.23543375E-01     -0.23543786E-01     -0.15176087E-06     -0.66949871E-06
      34     -0.23543388E-01     -0.23543786E-01     -0.16352306E-06     -0.66949871E-06
      35     -0.23543396E-01     -0.23543786E-01     -0.17258018E-06     -0.66949871E-06
      36     -0.23543407E-01     -0.23543786E-01     -0.18394059E-06     -0.66949871E-06
      37     -0.23543419E-01     -0.23543786E-01     -0.19660552E-06     -0.66949871E-06
      38     -0.23543429E-01     -0.23543786E-01     -0.20753285E-06     -0.66949871E-06
      39     -0.23543436E-01     -0.23543786E-01     -0.22069501E-06     -0.66949871E-06
      40     -0.23543445E-01     -0.23543786E-01     -0.23249640E-06     -0.66949871E-06
 
# q=  0.00000000E+00  0.00000000E+00  0.33333333E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.15063175E-01     -0.22475137E-01     -0.59712509E-08     -0.68268785E-06
       2     -0.20648813E-01     -0.22475137E-01     -0.11700561E-07     -0.68268785E-06
       3     -0.22359642E-01     -0.22475137E-01     -0.16541494E-07     -0.68268785E-06
       4     -0.22454451E-01     -0.22475137E-01     -0.21107069E-07     -0.68268785E-06
       5     -0.22462406E-01     -0.22475137E-01     -0.24633699E-07     -0.68268785E-06
       6     -0.22466357E-01     -0.22475137E-01     -0.27826740E-07     -0.68268785E-06
       7     -0.22468329E-01     -0.22475137E-01     -0.31533139E-07     -0.68268785E-06
       8     -0.22469734E-01     -0.22475137E-01     -0.33753367E-07     -0.68268785E-06
       9     -0.22470349E-01     -0.22475137E-01     -0.36075360E-07     -0.68268785E-06
      10     -0.22471002E-01     -0.22475137E-01     -0.39187549E-07     -0.68268785E-06
      11     -0.22471382E-01     -0.22475137E-01     -0.42941984E-07     -0.68268785E-06
      12     -0.22471764E-01     -0.22475137E-01     -0.46873647E-07     -0.68268785E-06
      13     -0.22472154E-01     -0.22475137E-01     -0.52000316E-07     -0.68268785E-06
      14     -0.22472488E-01     -0.22475137E-01     -0.56679049E-07     -0.68268785E-06
      15     -0.22472799E-01     -0.22475137E-01     -0.62487433E-07     -0.68268785E-06
      16     -0.22473011E-01     -0.22475137E-01     -0.68340796E-07     -0.68268785E-06
      17     -0.22473303E-01     -0.22475137E-01     -0.73185345E-07     -0.68268785E-06
      18     -0.22473494E-01     -0.22475137E-01     -0.78262812E-07     -0.68268785E-06
      19     -0.22473659E-01     -0.22475137E-01     -0.82584758E-07     -0.68268785E-06
      20     -0.22473801E-01     -0.22475137E-01     -0.86650937E-07     -0.68268785E-06
      21     -0.22473923E-01     -0.22475137E-01     -0.91388563E-07     -0.68268785E-06
      22     -0.22474015E-01     -0.22475137E-01     -0.94948148E-07     -0.68268785E-06
      23     -0.22474091E-01     -0.22475137E-01     -0.98675193E-07     -0.68268785E-06
      24     -0.22474173E-01     -0.22475137E-01     -0.10222602E-06     -0.68268785E-06
      25     -0.22474223E-01     -0.22475137E-01     -0.10534571E-06     -0.68268785E-06
      26     -0.22474272E-01     -0.22475137E-01     -0.10936494E-06     -0.68268785E-06
      27     -0.22474309E-01     -0.22475137E-01     -0.11367856E-06     -0.68268785E-06
      28     -0.22474340E-01     -0.22475137E-01     -0.11737437E-06     -0.68268785E-06
      29     -0.22474378E-01     -0.22475137E-01     -0.12443610E-06     -0.68268785E-06
      30     -0.22474409E-01     -0.22475137E-01     -0.12959110E-06     -0.68268785E-06
      31     -0.22474437E-01     -0.22475137E-01     -0.13593744E-06     -0.68268785E-06
      32     -0.22474460E-01     -0.22475137E-01     -0.14301366E-06     -0.68268785E-06
      33     -0.22474483E-01     -0.22475137E-01     -0.15192947E-06     -0.68268785E-06
      34     -0.22474505E-01     -0.22475137E-01     -0.16128527E-06     -0.68268785E-06
      35     -0.22474518E-01     -0.22475137E-01     -0.16985186E-06     -0.68268785E-06
      36     -0.22474536E-01     -0.22475137E-01     -0.17962378E-06     -0.68268785E-06
      37     -0.22474554E-01     -0.22475137E-01     -0.19053993E-06     -0.68268785E-06
      38     -0.22474570E-01     -0.22475137E-01     -0.20634428E-06     -0.68268785E-06
      39     -0.22474581E-01     -0.22475137E-01     -0.21639878E-06     -0.68268785E-06
      40     -0.22474596E-01     -0.22475137E-01     -0.22993019E-06     -0.68268785E-06
 
# q=  0.00000000E+00  0.00000000E+00  0.41666667E+00  (qpt 5)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.12499799E-01     -0.21635353E-01     -0.49788397E-08     -0.76239491E-06
       2     -0.18023142E-01     -0.21635353E-01     -0.99580377E-08     -0.76239491E-06
       3     -0.21099280E-01     -0.21635353E-01     -0.13916656E-07     -0.76239491E-06
       4     -0.21568877E-01     -0.21635353E-01     -0.16987536E-07     -0.76239491E-06
       5     -0.21612148E-01     -0.21635353E-01     -0.19206377E-07     -0.76239491E-06
       6     -0.21620133E-01     -0.21635353E-01     -0.21724587E-07     -0.76239491E-06
       7     -0.21623557E-01     -0.21635353E-01     -0.23772321E-07     -0.76239491E-06
       8     -0.21625360E-01     -0.21635353E-01     -0.26021738E-07     -0.76239491E-06
       9     -0.21626367E-01     -0.21635353E-01     -0.27916878E-07     -0.76239491E-06
      10     -0.21627667E-01     -0.21635353E-01     -0.30060028E-07     -0.76239491E-06
      11     -0.21628464E-01     -0.21635353E-01     -0.31912413E-07     -0.76239491E-06
      12     -0.21629297E-01     -0.21635353E-01     -0.33823131E-07     -0.76239491E-06
      13     -0.21630122E-01     -0.21635353E-01     -0.35897124E-07     -0.76239491E-06
      14     -0.21630726E-01     -0.21635353E-01     -0.37923718E-07     -0.76239491E-06
      15     -0.21631321E-01     -0.21635353E-01     -0.39631323E-07     -0.76239491E-06
      16     -0.21631724E-01     -0.21635353E-01     -0.42569632E-07     -0.76239491E-06
      17     -0.21632220E-01     -0.21635353E-01     -0.45311776E-07     -0.76239491E-06
      18     -0.21632539E-01     -0.21635353E-01     -0.48272279E-07     -0.76239491E-06
      19     -0.21632839E-01     -0.21635353E-01     -0.51863931E-07     -0.76239491E-06
      20     -0.21633098E-01     -0.21635353E-01     -0.57447020E-07     -0.76239491E-06
      21     -0.21633325E-01     -0.21635353E-01     -0.61445871E-07     -0.76239491E-06
      22     -0.21633512E-01     -0.21635353E-01     -0.66255557E-07     -0.76239491E-06
      23     -0.21633695E-01     -0.21635353E-01     -0.72664857E-07     -0.76239491E-06
      24     -0.21633835E-01     -0.21635353E-01     -0.79433622E-07     -0.76239491E-06
      25     -0.21633924E-01     -0.21635353E-01     -0.87164235E-07     -0.76239491E-06
      26     -0.21634018E-01     -0.21635353E-01     -0.95891677E-07     -0.76239491E-06
      27     -0.21634104E-01     -0.21635353E-01     -0.10405902E-06     -0.76239491E-06
      28     -0.21634157E-01     -0.21635353E-01     -0.11327993E-06     -0.76239491E-06
      29     -0.21634214E-01     -0.21635353E-01     -0.12236753E-06     -0.76239491E-06
      30     -0.21634260E-01     -0.21635353E-01     -0.13457038E-06     -0.76239491E-06
      31     -0.21634299E-01     -0.21635353E-01     -0.14623108E-06     -0.76239491E-06
      32     -0.21634338E-01     -0.21635353E-01     -0.15735009E-06     -0.76239491E-06
      33     -0.21634377E-01     -0.21635353E-01     -0.16789552E-06     -0.76239491E-06
      34     -0.21634410E-01     -0.21635353E-01     -0.18190351E-06     -0.76239491E-06
      35     -0.21634431E-01     -0.21635353E-01     -0.19158821E-06     -0.76239491E-06
      36     -0.21634460E-01     -0.21635353E-01     -0.20368262E-06     -0.76239491E-06
      37     -0.21634485E-01     -0.21635353E-01     -0.21580632E-06     -0.76239491E-06
      38     -0.21634508E-01     -0.21635353E-01     -0.22903126E-06     -0.76239491E-06
      39     -0.21634528E-01     -0.21635353E-01     -0.24677153E-06     -0.76239491E-06
      40     -0.21634550E-01     -0.21635353E-01     -0.25955384E-06     -0.76239491E-06
 
# q=  0.00000000E+00  0.00000000E+00  0.50000000E+00  (qpt 6)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.11061996E-01     -0.21469260E-01     -0.55453287E-08     -0.86406359E-06
       2     -0.16364733E-01     -0.21469260E-01     -0.11149209E-07     -0.86406359E-06
       3     -0.19939456E-01     -0.21469260E-01     -0.15403503E-07     -0.86406359E-06
       4     -0.21264962E-01     -0.21469260E-01     -0.18676087E-07     -0.86406359E-06
       5     -0.21423699E-01     -0.21469260E-01     -0.21058891E-07     -0.86406359E-06
       6     -0.21440606E-01     -0.21469260E-01     -0.23830540E-07     -0.86406359E-06
       7     -0.21448581E-01     -0.21469260E-01     -0.26032901E-07     -0.86406359E-06
       8     -0.21451086E-01     -0.21469260E-01     -0.28576366E-07     -0.86406359E-06
       9     -0.21452514E-01     -0.21469260E-01     -0.30629253E-07     -0.86406359E-06
      10     -0.21455343E-01     -0.21469260E-01     -0.33029134E-07     -0.86406359E-06
      11     -0.21457180E-01     -0.21469260E-01     -0.35208020E-07     -0.86406359E-06
      12     -0.21458535E-01     -0.21469260E-01     -0.37452654E-07     -0.86406359E-06
      13     -0.21460605E-01     -0.21469260E-01     -0.39916276E-07     -0.86406359E-06
      14     -0.21461750E-01     -0.21469260E-01     -0.42413019E-07     -0.86406359E-06
      15     -0.21462815E-01     -0.21469260E-01     -0.44485003E-07     -0.86406359E-06
      16     -0.21463482E-01     -0.21469260E-01     -0.47507510E-07     -0.86406359E-06
      17     -0.21464219E-01     -0.21469260E-01     -0.50272193E-07     -0.86406359E-06
      18     -0.21464769E-01     -0.21469260E-01     -0.53364084E-07     -0.86406359E-06
      19     -0.21465250E-01     -0.21469260E-01     -0.57028443E-07     -0.86406359E-06
      20     -0.21465664E-01     -0.21469260E-01     -0.62933666E-07     -0.86406359E-06
      21     -0.21466007E-01     -0.21469260E-01     -0.67234721E-07     -0.86406359E-06
      22     -0.21466325E-01     -0.21469260E-01     -0.73510510E-07     -0.86406359E-06
      23     -0.21466616E-01     -0.21469260E-01     -0.80649183E-07     -0.86406359E-06
      24     -0.21466858E-01     -0.21469260E-01     -0.88459265E-07     -0.86406359E-06
      25     -0.21467057E-01     -0.21469260E-01     -0.97431736E-07     -0.86406359E-06
      26     -0.21467244E-01     -0.21469260E-01     -0.10806927E-06     -0.86406359E-06
      27     -0.21467405E-01     -0.21469260E-01     -0.11741819E-06     -0.86406359E-06
      28     -0.21467503E-01     -0.21469260E-01     -0.12872461E-06     -0.86406359E-06
      29     -0.21467597E-01     -0.21469260E-01     -0.13939588E-06     -0.86406359E-06
      30     -0.21467668E-01     -0.21469260E-01     -0.15288150E-06     -0.86406359E-06
      31     -0.21467729E-01     -0.21469260E-01     -0.16559640E-06     -0.86406359E-06
      32     -0.21467790E-01     -0.21469260E-01     -0.17812334E-06     -0.86406359E-06
      33     -0.21467845E-01     -0.21469260E-01     -0.19119159E-06     -0.86406359E-06
      34     -0.21467897E-01     -0.21469260E-01     -0.20635473E-06     -0.86406359E-06
      35     -0.21467936E-01     -0.21469260E-01     -0.21694153E-06     -0.86406359E-06
      36     -0.21467985E-01     -0.21469260E-01     -0.22972049E-06     -0.86406359E-06
      37     -0.21468016E-01     -0.21469260E-01     -0.24335799E-06     -0.86406359E-06
      38     -0.21468052E-01     -0.21469260E-01     -0.25680851E-06     -0.86406359E-06
      39     -0.21468083E-01     -0.21469260E-01     -0.27739107E-06     -0.86406359E-06
      40     -0.21468112E-01     -0.21469260E-01     -0.29315480E-06     -0.86406359E-06
 
# q=  0.00000000E+00  0.83333333E-01  0.16666667E+00  (qpt 7)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.21112892E-01     -0.22757255E-01     -0.28719778E-08     -0.53972394E-06
       2     -0.22741556E-01     -0.22757255E-01     -0.78720264E-08     -0.53972394E-06
       3     -0.22752390E-01     -0.22757255E-01     -0.11089197E-07     -0.53972394E-06
       4     -0.22754714E-01     -0.22757255E-01     -0.14323662E-07     -0.53972394E-06
       5     -0.22755377E-01     -0.22757255E-01     -0.16330783E-07     -0.53972394E-06
       6     -0.22755825E-01     -0.22757255E-01     -0.18309864E-07     -0.53972394E-06
       7     -0.22756116E-01     -0.22757255E-01     -0.20325606E-07     -0.53972394E-06
       8     -0.22756395E-01     -0.22757255E-01     -0.22827278E-07     -0.53972394E-06
       9     -0.22756512E-01     -0.22757255E-01     -0.24582305E-07     -0.53972394E-06
      10     -0.22756630E-01     -0.22757255E-01     -0.26620427E-07     -0.53972394E-06
      11     -0.22756689E-01     -0.22757255E-01     -0.28413638E-07     -0.53972394E-06
      12     -0.22756745E-01     -0.22757255E-01     -0.30105398E-07     -0.53972394E-06
      13     -0.22756806E-01     -0.22757255E-01     -0.31969208E-07     -0.53972394E-06
      14     -0.22756856E-01     -0.22757255E-01     -0.33891147E-07     -0.53972394E-06
      15     -0.22756900E-01     -0.22757255E-01     -0.35699775E-07     -0.53972394E-06
      16     -0.22756924E-01     -0.22757255E-01     -0.38399518E-07     -0.53972394E-06
      17     -0.22756959E-01     -0.22757255E-01     -0.41464946E-07     -0.53972394E-06
      18     -0.22756980E-01     -0.22757255E-01     -0.45032385E-07     -0.53972394E-06
      19     -0.22756996E-01     -0.22757255E-01     -0.49287140E-07     -0.53972394E-06
      20     -0.22757010E-01     -0.22757255E-01     -0.55046939E-07     -0.53972394E-06
      21     -0.22757026E-01     -0.22757255E-01     -0.59504578E-07     -0.53972394E-06
      22     -0.22757035E-01     -0.22757255E-01     -0.65898697E-07     -0.53972394E-06
      23     -0.22757045E-01     -0.22757255E-01     -0.71911324E-07     -0.53972394E-06
      24     -0.22757055E-01     -0.22757255E-01     -0.77936135E-07     -0.53972394E-06
      25     -0.22757063E-01     -0.22757255E-01     -0.85111666E-07     -0.53972394E-06
      26     -0.22757071E-01     -0.22757255E-01     -0.91664588E-07     -0.53972394E-06
      27     -0.22757079E-01     -0.22757255E-01     -0.97887770E-07     -0.53972394E-06
      28     -0.22757084E-01     -0.22757255E-01     -0.10564272E-06     -0.53972394E-06
      29     -0.22757092E-01     -0.22757255E-01     -0.11463492E-06     -0.53972394E-06
      30     -0.22757098E-01     -0.22757255E-01     -0.12293607E-06     -0.53972394E-06
      31     -0.22757104E-01     -0.22757255E-01     -0.13059888E-06     -0.53972394E-06
      32     -0.22757109E-01     -0.22757255E-01     -0.13904532E-06     -0.53972394E-06
      33     -0.22757113E-01     -0.22757255E-01     -0.14783247E-06     -0.53972394E-06
      34     -0.22757119E-01     -0.22757255E-01     -0.15820509E-06     -0.53972394E-06
      35     -0.22757122E-01     -0.22757255E-01     -0.16720445E-06     -0.53972394E-06
      36     -0.22757126E-01     -0.22757255E-01     -0.17680001E-06     -0.53972394E-06
      37     -0.22757131E-01     -0.22757255E-01     -0.18542138E-06     -0.53972394E-06
      38     -0.22757133E-01     -0.22757255E-01     -0.19412674E-06     -0.53972394E-06
      39     -0.22757136E-01     -0.22757255E-01     -0.20454536E-06     -0.53972394E-06
      40     -0.22757139E-01     -0.22757255E-01     -0.21309240E-06     -0.53972394E-06
 
# q=  0.00000000E+00  0.83333333E-01  0.25000000E+00  (qpt 8)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.18708759E-01     -0.22968571E-01     -0.38947262E-08     -0.64383354E-06
       2     -0.22721245E-01     -0.22968571E-01     -0.82979933E-08     -0.64383354E-06
       3     -0.22950453E-01     -0.22968571E-01     -0.10932651E-07     -0.64383354E-06
       4     -0.22962249E-01     -0.22968571E-01     -0.13333130E-07     -0.64383354E-06
       5     -0.22963698E-01     -0.22968571E-01     -0.15002596E-07     -0.64383354E-06
       6     -0.22965070E-01     -0.22968571E-01     -0.17014649E-07     -0.64383354E-06
       7     -0.22965824E-01     -0.22968571E-01     -0.19072569E-07     -0.64383354E-06
       8     -0.22966506E-01     -0.22968571E-01     -0.21228753E-07     -0.64383354E-06
       9     -0.22966773E-01     -0.22968571E-01     -0.22955404E-07     -0.64383354E-06
      10     -0.22967023E-01     -0.22968571E-01     -0.25219307E-07     -0.64383354E-06
      11     -0.22967162E-01     -0.22968571E-01     -0.27274247E-07     -0.64383354E-06
      12     -0.22967282E-01     -0.22968571E-01     -0.29233420E-07     -0.64383354E-06
      13     -0.22967431E-01     -0.22968571E-01     -0.31424588E-07     -0.64383354E-06
      14     -0.22967545E-01     -0.22968571E-01     -0.33661006E-07     -0.64383354E-06
      15     -0.22967661E-01     -0.22968571E-01     -0.35825511E-07     -0.64383354E-06
      16     -0.22967732E-01     -0.22968571E-01     -0.38341121E-07     -0.64383354E-06
      17     -0.22967839E-01     -0.22968571E-01     -0.41546509E-07     -0.64383354E-06
      18     -0.22967904E-01     -0.22968571E-01     -0.44518110E-07     -0.64383354E-06
      19     -0.22967952E-01     -0.22968571E-01     -0.48091133E-07     -0.64383354E-06
      20     -0.22967997E-01     -0.22968571E-01     -0.52702523E-07     -0.64383354E-06
      21     -0.22968039E-01     -0.22968571E-01     -0.57115558E-07     -0.64383354E-06
      22     -0.22968067E-01     -0.22968571E-01     -0.62478473E-07     -0.64383354E-06
      23     -0.22968093E-01     -0.22968571E-01     -0.68303214E-07     -0.64383354E-06
      24     -0.22968119E-01     -0.22968571E-01     -0.74160095E-07     -0.64383354E-06
      25     -0.22968138E-01     -0.22968571E-01     -0.81924626E-07     -0.64383354E-06
      26     -0.22968158E-01     -0.22968571E-01     -0.89308034E-07     -0.64383354E-06
      27     -0.22968174E-01     -0.22968571E-01     -0.97039083E-07     -0.64383354E-06
      28     -0.22968185E-01     -0.22968571E-01     -0.10558473E-06     -0.64383354E-06
