# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       6     -0.12985340E-01     -0.13111334E-01     -0.89892879E-04     -0.10097516E-02
       7     -0.13041775E-01     -0.13111334E-01     -0.10272587E-03     -0.10097516E-02
       8     -0.13062943E-01     -0.13111334E-01     -0.11713012E-03     -0.10097516E-02
       9     -0.13075252E-01     -0.13111334E-01     -0.13208640E-03     -0.10097516E-02
      10     -0.13083025E-01     -0.13111334E-01     -0.14873812E-03     -0.10097516E-02
      11     -0.13086784E-01     -0.13111334E-01     -0.16341547E-03     -0.10097516E-02
      12     -0.13089576E-01     -0.13111334E-01     -0.18163427E-03     -0.10097516E-02
      13     -0.13091761E-01     -0.13111334E-01     -0.20043930E-03     -0.10097516E-02
      14     -0.13093332E-01     -0.13111334E-01     -0.21840078E-03     -0.10097516E-02
      15     -0.13094423E-01     -0.13111334E-01     -0.23925163E-03     -0.10097516E-02
      16     -0.13095238E-01     -0.13111334E-01     -0.25896386E-03     -0.10097516E-02
      17     -0.13096134E-01     -0.13111334E-01     -0.28221702E-03     -0.10097516E-02
      18     -0.13096918E-01     -0.13111334E-01     -0.30452796E-03     -0.10097516E-02
      19     -0.13097680E-01     -0.13111334E-01     -0.32714654E-03     -0.10097516E-02
      20     -0.13098272E-01     -0.13111334E-01     -0.34716664E-03     -0.10097516E-02
      21     -0.13098968E-01     -0.13111334E-01     -0.36633010E-03     -0.10097516E-02
      22     -0.13099479E-01     -0.13111334E-01     -0.38772607E-03     -0.10097516E-02
      23     -0.13100016E-01     -0.13111334E-01     -0.40821713E-03     -0.10097516E-02
      24     -0.13100493E-01     -0.13111334E-01     -0.42998979E-03     -0.10097516E-02
      25     -0.13100921E-01     -0.13111334E-01     -0.45633989E-03     -0.10097516E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.40000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.63076347E-02     -0.24045622E-01     -0.36435433E-04     -0.91052926E-03
       2     -0.11800273E-01     -0.24045622E-01     -0.63904793E-04     -0.91052926E-03
       3     -0.16405430E-01     -0.24045622E-01     -0.87765436E-04     -0.91052926E-03
       4     -0.19789469E-01     -0.24045622E-01     -0.10737706E-03     -0.91052926E-03
       5     -0.21652531E-01     -0.24045622E-01     -0.12665060E-03     -0.91052926E-03
       6     -0.22820732E-01     -0.24045622E-01     -0.14644778E-03     -0.91052926E-03
       7     -0.23307792E-01     -0.24045622E-01     -0.16098728E-03     -0.91052926E-03
       8     -0.23563421E-01     -0.24045622E-01     -0.17735343E-03     -0.91052926E-03
       9     -0.23721315E-01     -0.24045622E-01     -0.19548054E-03     -0.91052926E-03
      10     -0.23823336E-01     -0.24045622E-01     -0.21095648E-03     -0.91052926E-03
      11     -0.23871085E-01     -0.24045622E-01     -0.22973079E-03     -0.91052926E-03
      12     -0.23905701E-01     -0.24045622E-01     -0.24628855E-03     -0.91052926E-03
      13     -0.23928614E-01     -0.24045622E-01     -0.26547970E-03     -0.91052926E-03
      14     -0.23943513E-01     -0.24045622E-01     -0.28545898E-03     -0.91052926E-03
      15     -0.23954512E-01     -0.24045622E-01     -0.30343355E-03     -0.91052926E-03
      16     -0.23962696E-01     -0.24045622E-01     -0.32476140E-03     -0.91052926E-03
      17     -0.23968497E-01     -0.24045622E-01     -0.34424726E-03     -0.91052926E-03
      18     -0.23973925E-01     -0.24045622E-01     -0.36435544E-03     -0.91052926E-03
      19     -0.23978501E-01     -0.24045622E-01     -0.38718368E-03     -0.91052926E-03
      20     -0.23982434E-01     -0.24045622E-01     -0.40518880E-03     -0.91052926E-03
      21     -0.23986495E-01     -0.24045622E-01     -0.42268881E-03     -0.91052926E-03
      22     -0.23989179E-01     -0.24045622E-01     -0.44015444E-03     -0.91052926E-03
      23     -0.23991790E-01     -0.24045622E-01     -0.45795802E-03     -0.91052926E-03
      24     -0.23994044E-01     -0.24045622E-01     -0.47639089E-03     -0.91052926E-03
      25     -0.23996096E-01     -0.24045622E-01     -0.49416372E-03     -0.91052926E-03
 
# q=  0.00000000E+00  0.20000000E+00  0.20000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.79193954E-02     -0.17020512E-01     -0.13906216E-04     -0.95803664E-03
       2     -0.12747733E-01     -0.17020512E-01     -0.25408282E-04     -0.95803664E-03
       3     -0.15264565E-01     -0.17020512E-01     -0.36670640E-04     -0.95803664E-03
       4     -0.16251386E-01     -0.17020512E-01     -0.47778166E-04     -0.95803664E-03
       5     -0.16606051E-01     -0.17020512E-01     -0.59706685E-04     -0.95803664E-03
       6     -0.16816963E-01     -0.17020512E-01     -0.71319660E-04     -0.95803664E-03
       7     -0.16887391E-01     -0.17020512E-01     -0.82834065E-04     -0.95803664E-03
       8     -0.16934770E-01     -0.17020512E-01     -0.95027776E-04     -0.95803664E-03
       9     -0.16959487E-01     -0.17020512E-01     -0.10709053E-03     -0.95803664E-03
      10     -0.16978469E-01     -0.17020512E-01     -0.12062173E-03     -0.95803664E-03
      11     -0.16985499E-01     -0.17020512E-01     -0.13373743E-03     -0.95803664E-03
      12     -0.16990069E-01     -0.17020512E-01     -0.15025813E-03     -0.95803664E-03
      13     -0.16993019E-01     -0.17020512E-01     -0.16867769E-03     -0.95803664E-03
      14     -0.16995195E-01     -0.17020512E-01     -0.18827433E-03     -0.95803664E-03
      15     -0.16996674E-01     -0.17020512E-01     -0.21259546E-03     -0.95803664E-03
      16     -0.16997965E-01     -0.17020512E-01     -0.23277670E-03     -0.95803664E-03
      17     -0.16999191E-01     -0.17020512E-01     -0.25488266E-03     -0.95803664E-03
      18     -0.17000376E-01     -0.17020512E-01     -0.27287212E-03     -0.95803664E-03
      19     -0.17001474E-01     -0.17020512E-01     -0.29305991E-03     -0.95803664E-03
      20     -0.17002267E-01     -0.17020512E-01     -0.30966991E-03     -0.95803664E-03
      21     -0.17003214E-01     -0.17020512E-01     -0.32673424E-03     -0.95803664E-03
      22     -0.17003961E-01     -0.17020512E-01     -0.34561887E-03     -0.95803664E-03
      23     -0.17004782E-01     -0.17020512E-01     -0.36547976E-03     -0.95803664E-03
      24     -0.17005454E-01     -0.17020512E-01     -0.38572911E-03     -0.95803664E-03
      25     -0.17006041E-01     -0.17020512E-01     -0.41288431E-03     -0.95803664E-03
 
# q=  0.00000000E+00  0.20000000E+00  0.40000000E+00  (qpt 5)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.94097161E-02     -0.27166467E-01     -0.18159092E-04     -0.94750854E-03
       2     -0.16200597E-01     -0.27166467E-01     -0.34556739E-04     -0.94750854E-03
       3     -0.20698656E-01     -0.27166467E-01     -0.49377039E-04     -0.94750854E-03
       4     -0.23655123E-01     -0.27166467E-01     -0.63942727E-04     -0.94750854E-03
       5     -0.25110627E-01     -0.27166467E-01     -0.78335519E-04     -0.94750854E-03
       6     -0.26019958E-01     -0.27166467E-01     -0.92208532E-04     -0.94750854E-03
       7     -0.26495239E-01     -0.27166467E-01     -0.10475459E-03     -0.94750854E-03
       8     -0.26724823E-01     -0.27166467E-01     -0.11855483E-03     -0.94750854E-03
       9     -0.26861706E-01     -0.27166467E-01     -0.13243987E-03     -0.94750854E-03
      10     -0.26965873E-01     -0.27166467E-01     -0.14683400E-03     -0.94750854E-03
      11     -0.27009450E-01     -0.27166467E-01     -0.16123504E-03     -0.94750854E-03
      12     -0.27043693E-01     -0.27166467E-01     -0.17795806E-03     -0.94750854E-03
      13     -0.27062785E-01     -0.27166467E-01     -0.19510491E-03     -0.94750854E-03
      14     -0.27074931E-01     -0.27166467E-01     -0.21366315E-03     -0.94750854E-03
      15     -0.27083218E-01     -0.27166467E-01     -0.23312635E-03     -0.94750854E-03
      16     -0.27090032E-01     -0.27166467E-01     -0.25191808E-03     -0.94750854E-03
      17     -0.27095515E-01     -0.27166467E-01     -0.27286111E-03     -0.94750854E-03
      18     -0.27100462E-01     -0.27166467E-01     -0.29176049E-03     -0.94750854E-03
      19     -0.27104765E-01     -0.27166467E-01     -0.31215607E-03     -0.94750854E-03
      20     -0.27108056E-01     -0.27166467E-01     -0.33026924E-03     -0.94750854E-03
      21     -0.27111508E-01     -0.27166467E-01     -0.34703817E-03     -0.94750854E-03
      22     -0.27114139E-01     -0.27166467E-01     -0.36659724E-03     -0.94750854E-03
      23     -0.27116871E-01     -0.27166467E-01     -0.38610524E-03     -0.94750854E-03
      24     -0.27118985E-01     -0.27166467E-01     -0.40593361E-03     -0.94750854E-03
      25     -0.27120839E-01     -0.27166467E-01     -0.43101751E-03     -0.94750854E-03
 
# q=  0.00000000E+00  0.20000000E+00  0.60000000E+00  (qpt 6)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.86980009E-02     -0.31145233E-01     -0.23622831E-04     -0.80416299E-03
       2     -0.15347990E-01     -0.31145233E-01     -0.45522185E-04     -0.80416299E-03
       3     -0.20230465E-01     -0.31145233E-01     -0.68815811E-04     -0.80416299E-03
       4     -0.23914662E-01     -0.31145233E-01     -0.90676845E-04     -0.80416299E-03
       5     -0.26248980E-01     -0.31145233E-01     -0.10669385E-03     -0.80416299E-03
       6     -0.27980358E-01     -0.31145233E-01     -0.12259590E-03     -0.80416299E-03
       7     -0.28997997E-01     -0.31145233E-01     -0.13391410E-03     -0.80416299E-03
       8     -0.29733050E-01     -0.31145233E-01     -0.14773060E-03     -0.80416299E-03
       9     -0.30220114E-01     -0.31145233E-01     -0.16182100E-03     -0.80416299E-03
      10     -0.30534751E-01     -0.31145233E-01     -0.17431146E-03     -0.80416299E-03
      11     -0.30683878E-01     -0.31145233E-01     -0.19004354E-03     -0.80416299E-03
      12     -0.30794778E-01     -0.31145233E-01     -0.20305801E-03     -0.80416299E-03
      13     -0.30865216E-01     -0.31145233E-01     -0.21766141E-03     -0.80416299E-03
      14     -0.30907213E-01     -0.31145233E-01     -0.23383269E-03     -0.80416299E-03
      15     -0.30937848E-01     -0.31145233E-01     -0.24863160E-03     -0.80416299E-03
      16     -0.30960279E-01     -0.31145233E-01     -0.26257421E-03     -0.80416299E-03
      17     -0.30977538E-01     -0.31145233E-01     -0.28040551E-03     -0.80416299E-03
      18     -0.30992679E-01     -0.31145233E-01     -0.29435416E-03     -0.80416299E-03
      19     -0.31004371E-01     -0.31145233E-01     -0.31133469E-03     -0.80416299E-03
      20     -0.31013592E-01     -0.31145233E-01     -0.32465225E-03     -0.80416299E-03
      21     -0.31023152E-01     -0.31145233E-01     -0.33938397E-03     -0.80416299E-03
      22     -0.31029502E-01     -0.31145233E-01     -0.35538735E-03     -0.80416299E-03
      23     -0.31035454E-01     -0.31145233E-01     -0.37028829E-03     -0.80416299E-03
      24     -0.31040251E-01     -0.31145233E-01     -0.38836811E-03     -0.80416299E-03
      25     -0.31044236E-01     -0.31145233E-01     -0.40499827E-03     -0.80416299E-03
 
# q=  0.00000000E+00  0.20000000E+00  0.80000000E+00  (qpt 7)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.96679662E-02     -0.23954162E-01     -0.23695231E-04     -0.96487604E-03
       2     -0.15672711E-01     -0.23954162E-01     -0.45168994E-04     -0.96487604E-03
       3     -0.19447724E-01     -0.23954162E-01     -0.65637172E-04     -0.96487604E-03
       4     -0.21604793E-01     -0.23954162E-01     -0.84748882E-04     -0.96487604E-03
       5     -0.22647222E-01     -0.23954162E-01     -0.10359774E-03     -0.96487604E-03
       6     -0.23259941E-01     -0.23954162E-01     -0.12240738E-03     -0.96487604E-03
       7     -0.23593051E-01     -0.23954162E-01     -0.13733172E-03     -0.96487604E-03
       8     -0.23735175E-01     -0.23954162E-01     -0.15308218E-03     -0.96487604E-03
       9     -0.23804721E-01     -0.23954162E-01     -0.16908066E-03     -0.96487604E-03
      10     -0.23849506E-01     -0.23954162E-01     -0.18537275E-03     -0.96487604E-03
      11     -0.23867286E-01     -0.23954162E-01     -0.20080696E-03     -0.96487604E-03
      12     -0.23881487E-01     -0.23954162E-01     -0.21731923E-03     -0.96487604E-03
      13     -0.23890720E-01     -0.23954162E-01     -0.23352983E-03     -0.96487604E-03
      14     -0.23897049E-01     -0.23954162E-01     -0.24985985E-03     -0.96487604E-03
      15     -0.23901340E-01     -0.23954162E-01     -0.26704928E-03     -0.96487604E-03
      16     -0.23904713E-01     -0.23954162E-01     -0.28523683E-03     -0.96487604E-03
      17     -0.23908159E-01     -0.23954162E-01     -0.30636162E-03     -0.96487604E-03
      18     -0.23911132E-01     -0.23954162E-01     -0.32555101E-03     -0.96487604E-03
      19     -0.23913765E-01     -0.23954162E-01     -0.34758941E-03     -0.96487604E-03
      20     -0.23915783E-01     -0.23954162E-01     -0.36667209E-03     -0.96487604E-03
      21     -0.23917883E-01     -0.23954162E-01     -0.38511161E-03     -0.96487604E-03
      22     -0.23919557E-01     -0.23954162E-01     -0.40550041E-03     -0.96487604E-03
      23     -0.23921260E-01     -0.23954162E-01     -0.42442590E-03     -0.96487604E-03
      24     -0.23922656E-01     -0.23954162E-01     -0.44584545E-03     -0.96487604E-03
      25     -0.23923892E-01     -0.23954162E-01     -0.46766191E-03     -0.96487604E-03
 
# q=  0.00000000E+00  0.40000000E+00  0.40000000E+00  (qpt 8)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.81935355E-02     -0.30139911E-01     -0.38123731E-04     -0.90054725E-03
       2     -0.15145494E-01     -0.30139911E-01     -0.65517963E-04     -0.90054725E-03
       3     -0.20680109E-01     -0.30139911E-01     -0.89570970E-04     -0.90054725E-03
       4     -0.24755659E-01     -0.30139911E-01     -0.10873385E-03     -0.90054725E-03
       5     -0.26808888E-01     -0.30139911E-01     -0.12650771E-03     -0.90054725E-03
       6     -0.28114467E-01     -0.30139911E-01     -0.14484150E-03     -0.90054725E-03
       7     -0.28785930E-01     -0.30139911E-01     -0.15871450E-03     -0.90054725E-03
       8     -0.29132336E-01     -0.30139911E-01     -0.17351141E-03     -0.90054725E-03
       9     -0.29381887E-01     -0.30139911E-01     -0.18987637E-03     -0.90054725E-03
      10     -0.29665799E-01     -0.30139911E-01     -0.20437936E-03     -0.90054725E-03
      11     -0.29773030E-01     -0.30139911E-01     -0.22148931E-03     -0.90054725E-03
      12     -0.29885082E-01     -0.30139911E-01     -0.23753924E-03     -0.90054725E-03
      13     -0.29935922E-01     -0.30139911E-01     -0.25543539E-03     -0.90054725E-03
      14     -0.29960854E-01     -0.30139911E-01     -0.27452862E-03     -0.90054725E-03
      15     -0.29982093E-01     -0.30139911E-01     -0.29227651E-03     -0.90054725E-03
      16     -0.30000229E-01     -0.30139911E-01     -0.31339570E-03     -0.90054725E-03
      17     -0.30012342E-01     -0.30139911E-01     -0.33265795E-03     -0.90054725E-03
      18     -0.30023150E-01     -0.30139911E-01     -0.35257287E-03     -0.90054725E-03
      19     -0.30030446E-01     -0.30139911E-01     -0.37503616E-03     -0.90054725E-03
      20     -0.30038110E-01     -0.30139911E-01     -0.39282893E-03     -0.90054725E-03
      21     -0.30044357E-01     -0.30139911E-01     -0.40963037E-03     -0.90054725E-03
      22     -0.30049703E-01     -0.30139911E-01     -0.42684539E-03     -0.90054725E-03
      23     -0.30054919E-01     -0.30139911E-01     -0.44453553E-03     -0.90054725E-03
      24     -0.30058511E-01     -0.30139911E-01     -0.46236909E-03     -0.90054725E-03
      25     -0.30061718E-01     -0.30139911E-01     -0.48101647E-03     -0.90054725E-03
 
# q=  0.00000000E+00  0.40000000E+00  0.60000000E+00  (qpt 9)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.86720659E-02     -0.34855880E-01     -0.28514073E-04     -0.10303372E-02
       2     -0.15511328E-01     -0.34855880E-01     -0.54783841E-04     -0.10303372E-02
       3     -0.20816561E-01     -0.34855880E-01     -0.77716438E-04     -0.10303372E-02
       4     -0.24923823E-01     -0.34855880E-01     -0.10015334E-03     -0.10303372E-02
       5     -0.27628861E-01     -0.34855880E-01     -0.12369309E-03     -0.10303372E-02
       6     -0.29716322E-01     -0.34855880E-01     -0.14787475E-03     -0.10303372E-02
       7     -0.31028867E-01     -0.34855880E-01     -0.16481007E-03     -0.10303372E-02
       8     -0.32041516E-01     -0.34855880E-01     -0.18354042E-03     -0.10303372E-02
       9     -0.32780390E-01     -0.34855880E-01     -0.20371826E-03     -0.10303372E-02
      10     -0.33384077E-01     -0.34855880E-01     -0.22166798E-03     -0.10303372E-02
      11     -0.33674690E-01     -0.34855880E-01     -0.24190342E-03     -0.10303372E-02
      12     -0.33965745E-01     -0.34855880E-01     -0.26084453E-03     -0.10303372E-02
      13     -0.34138374E-01     -0.34855880E-01     -0.28165141E-03     -0.10303372E-02
      14     -0.34242145E-01     -0.34855880E-01     -0.30315267E-03     -0.10303372E-02
      15     -0.34341587E-01     -0.34855880E-01     -0.32328262E-03     -0.10303372E-02
      16     -0.34418844E-01     -0.34855880E-01     -0.34484952E-03     -0.10303372E-02
      17     -0.34467890E-01     -0.34855880E-01     -0.36721914E-03     -0.10303372E-02
      18     -0.34517293E-01     -0.34855880E-01     -0.38861840E-03     -0.10303372E-02
      19     -0.34543518E-01     -0.34855880E-01     -0.41371016E-03     -0.10303372E-02
      20     -0.34571262E-01     -0.34855880E-01     -0.43417244E-03     -0.10303372E-02
      21     -0.34591517E-01     -0.34855880E-01     -0.45499818E-03     -0.10303372E-02
      22     -0.34607082E-01     -0.34855880E-01     -0.47661386E-03     -0.10303372E-02
      23     -0.34620769E-01     -0.34855880E-01     -0.49675496E-03     -0.10303372E-02
      24     -0.34631611E-01     -0.34855880E-01     -0.51862479E-03     -0.10303372E-02
      25     -0.34639578E-01     -0.34855880E-01     -0.53944154E-03     -0.10303372E-02
 
# q=  0.20000000E+00  0.40000000E+00  0.60000000E+00  (qpt 10)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.10058622E-01     -0.33660287E-01     -0.30134528E-04     -0.86712087E-03
       2     -0.17480025E-01     -0.33660287E-01     -0.55707517E-04     -0.86712087E-03
       3     -0.22534462E-01     -0.33660287E-01     -0.77358455E-04     -0.86712087E-03
       4     -0.26302627E-01     -0.33660287E-01     -0.95995208E-04     -0.86712087E-03
       5     -0.28553359E-01     -0.33660287E-01     -0.11364459E-03     -0.86712087E-03
       6     -0.30243127E-01     -0.33660287E-01     -0.13193934E-03     -0.86712087E-03
       7     -0.31318954E-01     -0.33660287E-01     -0.14556009E-03     -0.86712087E-03
       8     -0.32077660E-01     -0.33660287E-01     -0.16053816E-03     -0.86712087E-03
       9     -0.32573981E-01     -0.33660287E-01     -0.17687849E-03     -0.86712087E-03
      10     -0.32941267E-01     -0.33660287E-01     -0.19170492E-03     -0.86712087E-03
      11     -0.33110564E-01     -0.33660287E-01     -0.20903536E-03     -0.86712087E-03
      12     -0.33251284E-01     -0.33660287E-01     -0.22463687E-03     -0.86712087E-03
      13     -0.33331316E-01     -0.33660287E-01     -0.24254212E-03     -0.86712087E-03
      14     -0.33381308E-01     -0.33660287E-01     -0.26113032E-03     -0.86712087E-03
      15     -0.33419206E-01     -0.33660287E-01     -0.27816813E-03     -0.86712087E-03
      16     -0.33448168E-01     -0.33660287E-01     -0.29757329E-03     -0.86712087E-03
      17     -0.33468970E-01     -0.33660287E-01     -0.31574300E-03     -0.86712087E-03
      18     -0.33487714E-01     -0.33660287E-01     -0.33463839E-03     -0.86712087E-03
      19     -0.33501184E-01     -0.33660287E-01     -0.35653535E-03     -0.86712087E-03
      20     -0.33512092E-01     -0.33660287E-01     -0.37378821E-03     -0.86712087E-03
      21     -0.33522426E-01     -0.33660287E-01     -0.38979725E-03     -0.86712087E-03
      22     -0.33529798E-01     -0.33660287E-01     -0.40658003E-03     -0.86712087E-03
      23     -0.33537116E-01     -0.33660287E-01     -0.42347103E-03     -0.86712087E-03
      24     -0.33542561E-01     -0.33660287E-01     -0.44114000E-03     -0.86712087E-03
      25     -0.33546969E-01     -0.33660287E-01     -0.45896302E-03     -0.86712087E-03
 
