# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.74426808E-02     -0.26235308E-01     -0.14694246E-04     -0.83405767E-03
       2     -0.13418671E-01     -0.26235308E-01     -0.27911825E-04     -0.83405767E-03
       3     -0.17714466E-01     -0.26235308E-01     -0.40010340E-04     -0.83405767E-03
       4     -0.20630711E-01     -0.26235308E-01     -0.52087426E-04     -0.83405767E-03
       5     -0.22510774E-01     -0.26235308E-01     -0.64190500E-04     -0.83405767E-03
       6     -0.23833239E-01     -0.26235308E-01     -0.75130062E-04     -0.83405767E-03
       7     -0.24675708E-01     -0.26235308E-01     -0.86050933E-04     -0.83405767E-03
       8     -0.25195902E-01     -0.26235308E-01     -0.96878268E-04     -0.83405767E-03
       9     -0.25504519E-01     -0.26235308E-01     -0.10808998E-03     -0.83405767E-03
      10     -0.25725349E-01     -0.26235308E-01     -0.12064960E-03     -0.83405767E-03
      11     -0.25861872E-01     -0.26235308E-01     -0.13125359E-03     -0.83405767E-03
      12     -0.25938199E-01     -0.26235308E-01     -0.14410403E-03     -0.83405767E-03
      13     -0.26002780E-01     -0.26235308E-01     -0.15954090E-03     -0.83405767E-03
      14     -0.26040751E-01     -0.26235308E-01     -0.17358971E-03     -0.83405767E-03
      15     -0.26063609E-01     -0.26235308E-01     -0.19068178E-03     -0.83405767E-03
      16     -0.26082355E-01     -0.26235308E-01     -0.20608073E-03     -0.83405767E-03
      17     -0.26096228E-01     -0.26235308E-01     -0.22417132E-03     -0.83405767E-03
      18     -0.26107427E-01     -0.26235308E-01     -0.24094689E-03     -0.83405767E-03
      19     -0.26117864E-01     -0.26235308E-01     -0.25747207E-03     -0.83405767E-03
      20     -0.26125589E-01     -0.26235308E-01     -0.27250908E-03     -0.83405767E-03
      21     -0.26131869E-01     -0.26235308E-01     -0.29037209E-03     -0.83405767E-03
      22     -0.26137892E-01     -0.26235308E-01     -0.30631880E-03     -0.83405767E-03
      23     -0.26142562E-01     -0.26235308E-01     -0.32403183E-03     -0.83405767E-03
      24     -0.26146812E-01     -0.26235308E-01     -0.34220627E-03     -0.83405767E-03
      25     -0.26149982E-01     -0.26235308E-01     -0.36483390E-03     -0.83405767E-03
 
# q=  0.00000000E+00  0.25000000E+00  0.75000000E+00  (qpt 6)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.76956125E-02     -0.23524626E-01     -0.15454515E-04     -0.73577141E-03
       2     -0.13350936E-01     -0.23524626E-01     -0.29371051E-04     -0.73577141E-03
       3     -0.17264263E-01     -0.23524626E-01     -0.42588106E-04     -0.73577141E-03
       4     -0.19674052E-01     -0.23524626E-01     -0.55092341E-04     -0.73577141E-03
       5     -0.21090795E-01     -0.23524626E-01     -0.68826336E-04     -0.73577141E-03
       6     -0.22041083E-01     -0.23524626E-01     -0.81540101E-04     -0.73577141E-03
       7     -0.22643565E-01     -0.23524626E-01     -0.92436967E-04     -0.73577141E-03
       8     -0.23003805E-01     -0.23524626E-01     -0.10372331E-03     -0.73577141E-03
       9     -0.23179360E-01     -0.23524626E-01     -0.11448006E-03     -0.73577141E-03
      10     -0.23296884E-01     -0.23524626E-01     -0.12728772E-03     -0.73577141E-03
      11     -0.23348178E-01     -0.23524626E-01     -0.13846932E-03     -0.73577141E-03
      12     -0.23379451E-01     -0.23524626E-01     -0.15016682E-03     -0.73577141E-03
      13     -0.23404520E-01     -0.23524626E-01     -0.16354614E-03     -0.73577141E-03
      14     -0.23417728E-01     -0.23524626E-01     -0.17613624E-03     -0.73577141E-03
      15     -0.23428147E-01     -0.23524626E-01     -0.18959849E-03     -0.73577141E-03
      16     -0.23436852E-01     -0.23524626E-01     -0.20290056E-03     -0.73577141E-03
      17     -0.23443686E-01     -0.23524626E-01     -0.22008614E-03     -0.73577141E-03
      18     -0.23448886E-01     -0.23524626E-01     -0.23588358E-03     -0.73577141E-03
      19     -0.23454171E-01     -0.23524626E-01     -0.25123397E-03     -0.73577141E-03
      20     -0.23458398E-01     -0.23524626E-01     -0.26539451E-03     -0.73577141E-03
      21     -0.23461782E-01     -0.23524626E-01     -0.28204913E-03     -0.73577141E-03
      22     -0.23465160E-01     -0.23524626E-01     -0.29711661E-03     -0.73577141E-03
      23     -0.23467971E-01     -0.23524626E-01     -0.31411274E-03     -0.73577141E-03
      24     -0.23470550E-01     -0.23524626E-01     -0.33093168E-03     -0.73577141E-03
      25     -0.23472503E-01     -0.23524626E-01     -0.34784543E-03     -0.73577141E-03
 
# q=  0.00000000E+00  0.50000000E+00  0.50000000E+00  (qpt 7)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.65399040E-02     -0.28402566E-01     -0.11696516E-04     -0.89807058E-03
       2     -0.11824220E-01     -0.28402566E-01     -0.20491164E-04     -0.89807058E-03
       3     -0.16643500E-01     -0.28402566E-01     -0.29337327E-04     -0.89807058E-03
       4     -0.20141139E-01     -0.28402566E-01     -0.38020005E-04     -0.89807058E-03
       5     -0.22623985E-01     -0.28402566E-01     -0.46560563E-04     -0.89807058E-03
       6     -0.24413863E-01     -0.28402566E-01     -0.55259478E-04     -0.89807058E-03
       7     -0.25513075E-01     -0.28402566E-01     -0.65173748E-04     -0.89807058E-03
       8     -0.26246119E-01     -0.28402566E-01     -0.75241256E-04     -0.89807058E-03
       9     -0.26718336E-01     -0.28402566E-01     -0.86048715E-04     -0.89807058E-03
      10     -0.27098590E-01     -0.28402566E-01     -0.98071779E-04     -0.89807058E-03
      11     -0.27428993E-01     -0.28402566E-01     -0.10729703E-03     -0.89807058E-03
      12     -0.27661958E-01     -0.28402566E-01     -0.12108347E-03     -0.89807058E-03
      13     -0.27837179E-01     -0.28402566E-01     -0.13877200E-03     -0.89807058E-03
      14     -0.27956654E-01     -0.28402566E-01     -0.15454230E-03     -0.89807058E-03
      15     -0.28003206E-01     -0.28402566E-01     -0.17866130E-03     -0.89807058E-03
      16     -0.28055556E-01     -0.28402566E-01     -0.19696000E-03     -0.89807058E-03
      17     -0.28094230E-01     -0.28402566E-01     -0.21880663E-03     -0.89807058E-03
      18     -0.28126361E-01     -0.28402566E-01     -0.23468572E-03     -0.89807058E-03
      19     -0.28156047E-01     -0.28402566E-01     -0.25186088E-03     -0.89807058E-03
      20     -0.28173444E-01     -0.28402566E-01     -0.26687729E-03     -0.89807058E-03
      21     -0.28187221E-01     -0.28402566E-01     -0.28437267E-03     -0.89807058E-03
      22     -0.28200904E-01     -0.28402566E-01     -0.30326841E-03     -0.89807058E-03
      23     -0.28210621E-01     -0.28402566E-01     -0.32259551E-03     -0.89807058E-03
      24     -0.28219320E-01     -0.28402566E-01     -0.34267837E-03     -0.89807058E-03
      25     -0.28225976E-01     -0.28402566E-01     -0.36863351E-03     -0.89807058E-03
 
# q=  0.25000000E+00  0.50000000E+00  0.75000000E+00  (qpt 8)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.75430802E-02     -0.31287052E-01     -0.19519161E-04     -0.90134540E-03
       2     -0.13498218E-01     -0.31287052E-01     -0.39360026E-04     -0.90134540E-03
       3     -0.17834874E-01     -0.31287052E-01     -0.58032879E-04     -0.90134540E-03
       4     -0.21068688E-01     -0.31287052E-01     -0.75623397E-04     -0.90134540E-03
       5     -0.23478596E-01     -0.31287052E-01     -0.91110626E-04     -0.90134540E-03
       6     -0.25344537E-01     -0.31287052E-01     -0.10679066E-03     -0.90134540E-03
       7     -0.26693126E-01     -0.31287052E-01     -0.11878397E-03     -0.90134540E-03
       8     -0.27741617E-01     -0.31287052E-01     -0.13224651E-03     -0.90134540E-03
       9     -0.28536101E-01     -0.31287052E-01     -0.14442823E-03     -0.90134540E-03
      10     -0.29228702E-01     -0.31287052E-01     -0.15885778E-03     -0.90134540E-03
      11     -0.29652498E-01     -0.31287052E-01     -0.17208363E-03     -0.90134540E-03
      12     -0.29984765E-01     -0.31287052E-01     -0.18480644E-03     -0.90134540E-03
      13     -0.30272329E-01     -0.31287052E-01     -0.20062489E-03     -0.90134540E-03
      14     -0.30467639E-01     -0.31287052E-01     -0.21577854E-03     -0.90134540E-03
      15     -0.30576504E-01     -0.31287052E-01     -0.23405769E-03     -0.90134540E-03
      16     -0.30668019E-01     -0.31287052E-01     -0.25138608E-03     -0.90134540E-03
      17     -0.30735174E-01     -0.31287052E-01     -0.27429540E-03     -0.90134540E-03
      18     -0.30791201E-01     -0.31287052E-01     -0.28976538E-03     -0.90134540E-03
      19     -0.30842460E-01     -0.31287052E-01     -0.30756109E-03     -0.90134540E-03
      20     -0.30875799E-01     -0.31287052E-01     -0.32715206E-03     -0.90134540E-03
      21     -0.30902582E-01     -0.31287052E-01     -0.34807943E-03     -0.90134540E-03
      22     -0.30928504E-01     -0.31287052E-01     -0.36560172E-03     -0.90134540E-03
      23     -0.30945026E-01     -0.31287052E-01     -0.38630552E-03     -0.90134540E-03
      24     -0.30961144E-01     -0.31287052E-01     -0.40804111E-03     -0.90134540E-03
      25     -0.30972388E-01     -0.31287052E-01     -0.42750871E-03     -0.90134540E-03
 
