# q=  0.00000000E+00  0.00000000E+00  0.31250000E-01  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      21     -0.41270523E-02     -0.48419023E-02     -0.11762075E-02     -0.29912882E-02
      22     -0.41372512E-02     -0.48419023E-02     -0.12064702E-02     -0.29912882E-02
      23     -0.41470340E-02     -0.48419023E-02     -0.12318009E-02     -0.29912882E-02
      24     -0.41537177E-02     -0.48419023E-02     -0.12514418E-02     -0.29912882E-02
      25     -0.41592306E-02     -0.48419023E-02     -0.12683345E-02     -0.29912882E-02
      26     -0.41651551E-02     -0.48419023E-02     -0.12802788E-02     -0.29912882E-02
      27     -0.41728950E-02     -0.48419023E-02     -0.13011333E-02     -0.29912882E-02
      28     -0.41855751E-02     -0.48419023E-02     -0.13363017E-02     -0.29912882E-02
      29     -0.41926003E-02     -0.48419023E-02     -0.13575818E-02     -0.29912882E-02
      30     -0.42189647E-02     -0.48419023E-02     -0.14026508E-02     -0.29912882E-02
      31     -0.42391063E-02     -0.48419023E-02     -0.14436165E-02     -0.29912882E-02
      32     -0.42590465E-02     -0.48419023E-02     -0.14826084E-02     -0.29912882E-02
      33     -0.42861882E-02     -0.48419023E-02     -0.15394211E-02     -0.29912882E-02
      34     -0.43103482E-02     -0.48419023E-02     -0.15941080E-02     -0.29912882E-02
      35     -0.43266439E-02     -0.48419023E-02     -0.16305095E-02     -0.29912882E-02
      36     -0.43370803E-02     -0.48419023E-02     -0.16606856E-02     -0.29912882E-02
      37     -0.43455237E-02     -0.48419023E-02     -0.16897160E-02     -0.29912882E-02
      38     -0.43550425E-02     -0.48419023E-02     -0.17171862E-02     -0.29912882E-02
      39     -0.43726776E-02     -0.48419023E-02     -0.17572742E-02     -0.29912882E-02
      40     -0.43875625E-02     -0.48419023E-02     -0.17937458E-02     -0.29912882E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.15625000E+00  (qpt 5)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.22417449E-02     -0.57748314E-02     -0.12530198E-03     -0.28126621E-02
       2     -0.27084275E-02     -0.57748314E-02     -0.24969265E-03     -0.28126621E-02
       3     -0.33753029E-02     -0.57748314E-02     -0.35958933E-03     -0.28126621E-02
       4     -0.36464481E-02     -0.57748314E-02     -0.42601734E-03     -0.28126621E-02
       5     -0.40931044E-02     -0.57748314E-02     -0.50144857E-03     -0.28126621E-02
       6     -0.42694377E-02     -0.57748314E-02     -0.56076500E-03     -0.28126621E-02
       7     -0.43862970E-02     -0.57748314E-02     -0.62288319E-03     -0.28126621E-02
       8     -0.44642130E-02     -0.57748314E-02     -0.67896594E-03     -0.28126621E-02
       9     -0.45198948E-02     -0.57748314E-02     -0.72911482E-03     -0.28126621E-02
      10     -0.45247995E-02     -0.57748314E-02     -0.78196226E-03     -0.28126621E-02
      11     -0.45356500E-02     -0.57748314E-02     -0.82582844E-03     -0.28126621E-02
      12     -0.45534689E-02     -0.57748314E-02     -0.87127041E-03     -0.28126621E-02
      13     -0.45696994E-02     -0.57748314E-02     -0.90712915E-03     -0.28126621E-02
      14     -0.45850146E-02     -0.57748314E-02     -0.95256753E-03     -0.28126621E-02
      15     -0.45970676E-02     -0.57748314E-02     -0.98300872E-03     -0.28126621E-02
      16     -0.46178823E-02     -0.57748314E-02     -0.10358862E-02     -0.28126621E-02
      17     -0.46309427E-02     -0.57748314E-02     -0.10809168E-02     -0.28126621E-02
      18     -0.46511169E-02     -0.57748314E-02     -0.11320219E-02     -0.28126621E-02
      19     -0.46695507E-02     -0.57748314E-02     -0.11708855E-02     -0.28126621E-02
      20     -0.46843564E-02     -0.57748314E-02     -0.12130349E-02     -0.28126621E-02
      21     -0.46983177E-02     -0.57748314E-02     -0.12364508E-02     -0.28126621E-02
      22     -0.47136822E-02     -0.57748314E-02     -0.12739660E-02     -0.28126621E-02
      23     -0.47272991E-02     -0.57748314E-02     -0.13035416E-02     -0.28126621E-02
      24     -0.47373882E-02     -0.57748314E-02     -0.13240456E-02     -0.28126621E-02
      25     -0.47453884E-02     -0.57748314E-02     -0.13430469E-02     -0.28126621E-02
      26     -0.47519108E-02     -0.57748314E-02     -0.13557579E-02     -0.28126621E-02
      27     -0.47639491E-02     -0.57748314E-02     -0.13751942E-02     -0.28126621E-02
      28     -0.47834892E-02     -0.57748314E-02     -0.14078180E-02     -0.28126621E-02
      29     -0.47937436E-02     -0.57748314E-02     -0.14282051E-02     -0.28126621E-02
      30     -0.48319795E-02     -0.57748314E-02     -0.14653648E-02     -0.28126621E-02
      31     -0.48613782E-02     -0.57748314E-02     -0.14950109E-02     -0.28126621E-02
      32     -0.48905122E-02     -0.57748314E-02     -0.15237163E-02     -0.28126621E-02
      33     -0.49304528E-02     -0.57748314E-02     -0.15707094E-02     -0.28126621E-02
      34     -0.49651933E-02     -0.57748314E-02     -0.16132614E-02     -0.28126621E-02
      35     -0.49885091E-02     -0.57748314E-02     -0.16432827E-02     -0.28126621E-02
      36     -0.50044431E-02     -0.57748314E-02     -0.16680596E-02     -0.28126621E-02
      37     -0.50179637E-02     -0.57748314E-02     -0.16936029E-02     -0.28126621E-02
      38     -0.50327217E-02     -0.57748314E-02     -0.17180868E-02     -0.28126621E-02
      39     -0.50592280E-02     -0.57748314E-02     -0.17500469E-02     -0.28126621E-02
      40     -0.50814819E-02     -0.57748314E-02     -0.17825198E-02     -0.28126621E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.18750000E+00  (qpt 6)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.21408341E-02     -0.67009098E-02     -0.13462067E-03     -0.28296907E-02
       2     -0.26712259E-02     -0.67009098E-02     -0.24071308E-03     -0.28296907E-02
       3     -0.33729666E-02     -0.67009098E-02     -0.36163842E-03     -0.28296907E-02
       4     -0.36968838E-02     -0.67009098E-02     -0.42034393E-03     -0.28296907E-02
       5     -0.41732217E-02     -0.67009098E-02     -0.50012792E-03     -0.28296907E-02
       6     -0.44079285E-02     -0.67009098E-02     -0.55753200E-03     -0.28296907E-02
       7     -0.47490390E-02     -0.67009098E-02     -0.62220414E-03     -0.28296907E-02
       8     -0.48793584E-02     -0.67009098E-02     -0.67577577E-03     -0.28296907E-02
       9     -0.49799996E-02     -0.67009098E-02     -0.73357920E-03     -0.28296907E-02
      10     -0.49869706E-02     -0.67009098E-02     -0.78756504E-03     -0.28296907E-02
      11     -0.50014385E-02     -0.67009098E-02     -0.83841005E-03     -0.28296907E-02
      12     -0.50251509E-02     -0.67009098E-02     -0.87859914E-03     -0.28296907E-02
      13     -0.50473830E-02     -0.67009098E-02     -0.91542170E-03     -0.28296907E-02
      14     -0.50684253E-02     -0.67009098E-02     -0.96207087E-03     -0.28296907E-02
      15     -0.50851614E-02     -0.67009098E-02     -0.99320626E-03     -0.28296907E-02
      16     -0.51134415E-02     -0.67009098E-02     -0.10450344E-02     -0.28296907E-02
      17     -0.51316427E-02     -0.67009098E-02     -0.10935061E-02     -0.28296907E-02
      18     -0.51584813E-02     -0.67009098E-02     -0.11449075E-02     -0.28296907E-02
      19     -0.51837753E-02     -0.67009098E-02     -0.11849144E-02     -0.28296907E-02
      20     -0.52041789E-02     -0.67009098E-02     -0.12311442E-02     -0.28296907E-02
      21     -0.52229339E-02     -0.67009098E-02     -0.12529881E-02     -0.28296907E-02
      22     -0.52452526E-02     -0.67009098E-02     -0.12934859E-02     -0.28296907E-02
      23     -0.52624080E-02     -0.67009098E-02     -0.13215942E-02     -0.28296907E-02
      24     -0.52765057E-02     -0.67009098E-02     -0.13437066E-02     -0.28296907E-02
      25     -0.52874255E-02     -0.67009098E-02     -0.13634722E-02     -0.28296907E-02
      26     -0.52957438E-02     -0.67009098E-02     -0.13773513E-02     -0.28296907E-02
      27     -0.53119988E-02     -0.67009098E-02     -0.13961900E-02     -0.28296907E-02
      28     -0.53396185E-02     -0.67009098E-02     -0.14297697E-02     -0.28296907E-02
      29     -0.53537277E-02     -0.67009098E-02     -0.14506061E-02     -0.28296907E-02
      30     -0.54043795E-02     -0.67009098E-02     -0.14882343E-02     -0.28296907E-02
      31     -0.54435818E-02     -0.67009098E-02     -0.15212279E-02     -0.28296907E-02
      32     -0.54815199E-02     -0.67009098E-02     -0.15488869E-02     -0.28296907E-02
      33     -0.55349943E-02     -0.67009098E-02     -0.15922541E-02     -0.28296907E-02
      34     -0.55806438E-02     -0.67009098E-02     -0.16355384E-02     -0.28296907E-02
      35     -0.56110174E-02     -0.67009098E-02     -0.16660138E-02     -0.28296907E-02
      36     -0.56340214E-02     -0.67009098E-02     -0.16908279E-02     -0.28296907E-02
      37     -0.56532673E-02     -0.67009098E-02     -0.17163909E-02     -0.28296907E-02
      38     -0.56741424E-02     -0.67009098E-02     -0.17417565E-02     -0.28296907E-02
      39     -0.57103307E-02     -0.67009098E-02     -0.17735271E-02     -0.28296907E-02
      40     -0.57407102E-02     -0.67009098E-02     -0.18047142E-02     -0.28296907E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.21875000E+00  (qpt 7)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.20675402E-02     -0.75924694E-02     -0.14534400E-03     -0.27872178E-02
       2     -0.26448549E-02     -0.75924694E-02     -0.27594786E-03     -0.27872178E-02
       3     -0.33731372E-02     -0.75924694E-02     -0.40553332E-03     -0.27872178E-02
       4     -0.37368749E-02     -0.75924694E-02     -0.48216308E-03     -0.27872178E-02
       5     -0.42388192E-02     -0.75924694E-02     -0.57546245E-03     -0.27872178E-02
       6     -0.45230883E-02     -0.75924694E-02     -0.64560031E-03     -0.27872178E-02
       7     -0.48896166E-02     -0.75924694E-02     -0.71534438E-03     -0.27872178E-02
       8     -0.50772081E-02     -0.75924694E-02     -0.77457069E-03     -0.27872178E-02
       9     -0.53022637E-02     -0.75924694E-02     -0.84013359E-03     -0.27872178E-02
      10     -0.53838396E-02     -0.75924694E-02     -0.90708969E-03     -0.27872178E-02
      11     -0.54022996E-02     -0.75924694E-02     -0.95575274E-03     -0.27872178E-02
      12     -0.54319488E-02     -0.75924694E-02     -0.10027683E-02     -0.27872178E-02
      13     -0.54605083E-02     -0.75924694E-02     -0.10445804E-02     -0.27872178E-02
      14     -0.54879435E-02     -0.75924694E-02     -0.10926813E-02     -0.27872178E-02
      15     -0.55093885E-02     -0.75924694E-02     -0.11265471E-02     -0.27872178E-02
      16     -0.55447743E-02     -0.75924694E-02     -0.11841265E-02     -0.27872178E-02
      17     -0.55682784E-02     -0.75924694E-02     -0.12338410E-02     -0.27872178E-02
      18     -0.56017701E-02     -0.75924694E-02     -0.12931072E-02     -0.27872178E-02
      19     -0.56340632E-02     -0.75924694E-02     -0.13315854E-02     -0.27872178E-02
      20     -0.56601744E-02     -0.75924694E-02     -0.13786575E-02     -0.27872178E-02
      21     -0.56849745E-02     -0.75924694E-02     -0.14033369E-02     -0.27872178E-02
      22     -0.57141264E-02     -0.75924694E-02     -0.14461004E-02     -0.27872178E-02
      23     -0.57356262E-02     -0.75924694E-02     -0.14743370E-02     -0.27872178E-02
      24     -0.57538426E-02     -0.75924694E-02     -0.14993498E-02     -0.27872178E-02
      25     -0.57686233E-02     -0.75924694E-02     -0.15221250E-02     -0.27872178E-02
      26     -0.57792065E-02     -0.75924694E-02     -0.15373315E-02     -0.27872178E-02
      27     -0.58007679E-02     -0.75924694E-02     -0.15590335E-02     -0.27872178E-02
      28     -0.58375743E-02     -0.75924694E-02     -0.15946785E-02     -0.27872178E-02
      29     -0.58560701E-02     -0.75924694E-02     -0.16168613E-02     -0.27872178E-02
      30     -0.59191067E-02     -0.75924694E-02     -0.16492970E-02     -0.27872178E-02
      31     -0.59680061E-02     -0.75924694E-02     -0.16713350E-02     -0.27872178E-02
      32     -0.60145265E-02     -0.75924694E-02     -0.16912981E-02     -0.27872178E-02
      33     -0.60812261E-02     -0.75924694E-02     -0.17300735E-02     -0.27872178E-02
      34     -0.61373238E-02     -0.75924694E-02     -0.17658799E-02     -0.27872178E-02
      35     -0.61745946E-02     -0.75924694E-02     -0.17901991E-02     -0.27872178E-02
      36     -0.62044357E-02     -0.75924694E-02     -0.18104397E-02     -0.27872178E-02
      37     -0.62299385E-02     -0.75924694E-02     -0.18346392E-02     -0.27872178E-02
      38     -0.62583222E-02     -0.75924694E-02     -0.18586171E-02     -0.27872178E-02
      39     -0.63044834E-02     -0.75924694E-02     -0.18834715E-02     -0.27872178E-02
      40     -0.63432391E-02     -0.75924694E-02     -0.19081175E-02     -0.27872178E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.25000000E+00  (qpt 8)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.20122840E-02     -0.84167056E-02     -0.14532115E-03     -0.27730652E-02
       2     -0.26233598E-02     -0.84167056E-02     -0.27603437E-03     -0.27730652E-02
       3     -0.33705532E-02     -0.84167056E-02     -0.40571715E-03     -0.27730652E-02
       4     -0.37613076E-02     -0.84167056E-02     -0.48131550E-03     -0.27730652E-02
       5     -0.42833924E-02     -0.84167056E-02     -0.57382207E-03     -0.27730652E-02
       6     -0.46090281E-02     -0.84167056E-02     -0.64284956E-03     -0.27730652E-02
       7     -0.50000114E-02     -0.84167056E-02     -0.71418866E-03     -0.27730652E-02
       8     -0.52435403E-02     -0.84167056E-02     -0.77271872E-03     -0.27730652E-02
       9     -0.55130953E-02     -0.84167056E-02     -0.83827362E-03     -0.27730652E-02
      10     -0.57126274E-02     -0.84167056E-02     -0.90431380E-03     -0.27730652E-02
      11     -0.57358658E-02     -0.84167056E-02     -0.95331267E-03     -0.27730652E-02
      12     -0.57716128E-02     -0.84167056E-02     -0.10008669E-02     -0.27730652E-02
      13     -0.58068499E-02     -0.84167056E-02     -0.10422041E-02     -0.27730652E-02
      14     -0.58414315E-02     -0.84167056E-02     -0.10899913E-02     -0.27730652E-02
      15     -0.58676481E-02     -0.84167056E-02     -0.11238997E-02     -0.27730652E-02
      16     -0.59099579E-02     -0.84167056E-02     -0.11812305E-02     -0.27730652E-02
      17     -0.59387237E-02     -0.84167056E-02     -0.12306215E-02     -0.27730652E-02
      18     -0.59786126E-02     -0.84167056E-02     -0.12890584E-02     -0.27730652E-02
      19     -0.60173951E-02     -0.84167056E-02     -0.13275731E-02     -0.27730652E-02
      20     -0.60475401E-02     -0.84167056E-02     -0.13749385E-02     -0.27730652E-02
      21     -0.60802468E-02     -0.84167056E-02     -0.13994422E-02     -0.27730652E-02
      22     -0.61181606E-02     -0.84167056E-02     -0.14420207E-02     -0.27730652E-02
      23     -0.61438620E-02     -0.84167056E-02     -0.14703566E-02     -0.27730652E-02
      24     -0.61665169E-02     -0.84167056E-02     -0.14953265E-02     -0.27730652E-02
      25     -0.61855296E-02     -0.84167056E-02     -0.15179634E-02     -0.27730652E-02
      26     -0.61984761E-02     -0.84167056E-02     -0.15331625E-02     -0.27730652E-02
      27     -0.62256551E-02     -0.84167056E-02     -0.15549051E-02     -0.27730652E-02
      28     -0.62725333E-02     -0.84167056E-02     -0.15905178E-02     -0.27730652E-02
