# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      18     -0.20633433E-01     -0.20668129E-01     -0.11208083E-02     -0.46585986E-02
      19     -0.20636695E-01     -0.20668129E-01     -0.12218507E-02     -0.46585986E-02
      20     -0.20639227E-01     -0.20668129E-01     -0.13297568E-02     -0.46585986E-02
      21     -0.20641677E-01     -0.20668129E-01     -0.14345601E-02     -0.46585986E-02
      22     -0.20643296E-01     -0.20668129E-01     -0.15422763E-02     -0.46585986E-02
      23     -0.20644801E-01     -0.20668129E-01     -0.16480839E-02     -0.46585986E-02
      24     -0.20646031E-01     -0.20668129E-01     -0.17523394E-02     -0.46585986E-02
      25     -0.20646923E-01     -0.20668129E-01     -0.18638656E-02     -0.46585986E-02
      26     -0.20647731E-01     -0.20668129E-01     -0.19758978E-02     -0.46585986E-02

# q=  0.00000000E+00  0.20000000E+00  0.20000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.63901594E-02     -0.13925058E-01     -0.46246872E-04     -0.42407407E-02
       2     -0.10197320E-01     -0.13925058E-01     -0.88708494E-04     -0.42407407E-02
       3     -0.12328017E-01     -0.13925058E-01     -0.13553102E-03     -0.42407407E-02
       4     -0.13211453E-01     -0.13925058E-01     -0.17836037E-03     -0.42407407E-02
       5     -0.13569997E-01     -0.13925058E-01     -0.21868880E-03     -0.42407407E-02
       6     -0.13744224E-01     -0.13925058E-01     -0.26439905E-03     -0.42407407E-02
       7     -0.13812885E-01     -0.13925058E-01     -0.30476485E-03     -0.42407407E-02
       8     -0.13851626E-01     -0.13925058E-01     -0.34550619E-03     -0.42407407E-02
       9     -0.13876136E-01     -0.13925058E-01     -0.39235114E-03     -0.42407407E-02
      10     -0.13894168E-01     -0.13925058E-01     -0.43726218E-03     -0.42407407E-02
      11     -0.13901384E-01     -0.13925058E-01     -0.48559123E-03     -0.42407407E-02
      12     -0.13906532E-01     -0.13925058E-01     -0.53922558E-03     -0.42407407E-02
      13     -0.13910136E-01     -0.13925058E-01     -0.60748094E-03     -0.42407407E-02
      14     -0.13912418E-01     -0.13925058E-01     -0.66708195E-03     -0.42407407E-02
      15     -0.13914371E-01     -0.13925058E-01     -0.74473582E-03     -0.42407407E-02
      16     -0.13915515E-01     -0.13925058E-01     -0.82656848E-03     -0.42407407E-02
      17     -0.13916453E-01     -0.13925058E-01     -0.89262776E-03     -0.42407407E-02
      18     -0.13917250E-01     -0.13925058E-01     -0.96358885E-03     -0.42407407E-02
      19     -0.13917922E-01     -0.13925058E-01     -0.10525273E-02     -0.42407407E-02
      20     -0.13918352E-01     -0.13925058E-01     -0.11416452E-02     -0.42407407E-02
      21     -0.13918872E-01     -0.13925058E-01     -0.12267121E-02     -0.42407407E-02
      22     -0.13919247E-01     -0.13925058E-01     -0.13195910E-02     -0.42407407E-02
      23     -0.13919569E-01     -0.13925058E-01     -0.14083988E-02     -0.42407407E-02
      24     -0.13919885E-01     -0.13925058E-01     -0.15034137E-02     -0.42407407E-02
      25     -0.13920086E-01     -0.13925058E-01     -0.16164954E-02     -0.42407407E-02
      26     -0.13920283E-01     -0.13925058E-01     -0.17139773E-02     -0.42407407E-02

# q=  0.00000000E+00  0.20000000E+00  0.40000000E+00  (qpt 5)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.77342387E-02     -0.22886269E-01     -0.61285792E-04     -0.47883729E-02
       2     -0.13347232E-01     -0.22886269E-01     -0.12035764E-03     -0.47883729E-02
       3     -0.17153261E-01     -0.22886269E-01     -0.17846325E-03     -0.47883729E-02
       4     -0.19664847E-01     -0.22886269E-01     -0.23241674E-03     -0.47883729E-02
       5     -0.21030771E-01     -0.22886269E-01     -0.28310425E-03     -0.47883729E-02
       6     -0.21843222E-01     -0.22886269E-01     -0.33104836E-03     -0.47883729E-02
       7     -0.22275023E-01     -0.22886269E-01     -0.36780249E-03     -0.47883729E-02
       8     -0.22488819E-01     -0.22886269E-01     -0.41207806E-03     -0.47883729E-02
       9     -0.22619644E-01     -0.22886269E-01     -0.45592873E-03     -0.47883729E-02
      10     -0.22720611E-01     -0.22886269E-01     -0.49357720E-03     -0.47883729E-02
      11     -0.22766200E-01     -0.22886269E-01     -0.53709678E-03     -0.47883729E-02
      12     -0.22798210E-01     -0.22886269E-01     -0.58722952E-03     -0.47883729E-02
      13     -0.22817852E-01     -0.22886269E-01     -0.64712013E-03     -0.47883729E-02
      14     -0.22830375E-01     -0.22886269E-01     -0.70154878E-03     -0.47883729E-02
      15     -0.22840429E-01     -0.22886269E-01     -0.77562961E-03     -0.47883729E-02
      16     -0.22846473E-01     -0.22886269E-01     -0.86039445E-03     -0.47883729E-02
      17     -0.22851128E-01     -0.22886269E-01     -0.94392321E-03     -0.47883729E-02
      18     -0.22855026E-01     -0.22886269E-01     -0.10288409E-02     -0.47883729E-02
      19     -0.22857877E-01     -0.22886269E-01     -0.11169914E-02     -0.47883729E-02
      20     -0.22859990E-01     -0.22886269E-01     -0.12080864E-02     -0.47883729E-02
      21     -0.22862119E-01     -0.22886269E-01     -0.13173681E-02     -0.47883729E-02
      22     -0.22863677E-01     -0.22886269E-01     -0.14184126E-02     -0.47883729E-02
      23     -0.22864984E-01     -0.22886269E-01     -0.15155913E-02     -0.47883729E-02
      24     -0.22866136E-01     -0.22886269E-01     -0.16218062E-02     -0.47883729E-02
      25     -0.22866942E-01     -0.22886269E-01     -0.17457184E-02     -0.47883729E-02
      26     -0.22867684E-01     -0.22886269E-01     -0.18653883E-02     -0.47883729E-02

# q=  0.00000000E+00  0.20000000E+00  0.60000000E+00  (qpt 6)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.71910654E-02     -0.26711773E-01     -0.57303287E-04     -0.40924192E-02
       2     -0.12834179E-01     -0.26711773E-01     -0.10536207E-03     -0.40924192E-02
       3     -0.17031010E-01     -0.26711773E-01     -0.14831542E-03     -0.40924192E-02
       4     -0.20239256E-01     -0.26711773E-01     -0.18899960E-03     -0.40924192E-02
       5     -0.22304707E-01     -0.26711773E-01     -0.22946757E-03     -0.40924192E-02
       6     -0.23839934E-01     -0.26711773E-01     -0.27007412E-03     -0.40924192E-02
       7     -0.24740837E-01     -0.26711773E-01     -0.30758606E-03     -0.40924192E-02
       8     -0.25397157E-01     -0.26711773E-01     -0.35116674E-03     -0.40924192E-02
       9     -0.25857647E-01     -0.26711773E-01     -0.38981758E-03     -0.40924192E-02
      10     -0.26172611E-01     -0.26711773E-01     -0.43551460E-03     -0.40924192E-02
      11     -0.26315422E-01     -0.26711773E-01     -0.47495599E-03     -0.40924192E-02
      12     -0.26425124E-01     -0.26711773E-01     -0.52401789E-03     -0.40924192E-02
      13     -0.26500448E-01     -0.26711773E-01     -0.57810005E-03     -0.40924192E-02
      14     -0.26543760E-01     -0.26711773E-01     -0.62810376E-03     -0.40924192E-02
      15     -0.26579167E-01     -0.26711773E-01     -0.69513942E-03     -0.40924192E-02
      16     -0.26601059E-01     -0.26711773E-01     -0.77127295E-03     -0.40924192E-02
      17     -0.26617694E-01     -0.26711773E-01     -0.84564068E-03     -0.40924192E-02
      18     -0.26631538E-01     -0.26711773E-01     -0.92816175E-03     -0.40924192E-02
      19     -0.26639838E-01     -0.26711773E-01     -0.10212816E-02     -0.40924192E-02
      20     -0.26646478E-01     -0.26711773E-01     -0.11086228E-02     -0.40924192E-02
      21     -0.26652271E-01     -0.26711773E-01     -0.12062646E-02     -0.40924192E-02
      22     -0.26656240E-01     -0.26711773E-01     -0.13011203E-02     -0.40924192E-02
      23     -0.26659729E-01     -0.26711773E-01     -0.13992158E-02     -0.40924192E-02
      24     -0.26662472E-01     -0.26711773E-01     -0.15050938E-02     -0.40924192E-02
      25     -0.26664495E-01     -0.26711773E-01     -0.16008470E-02     -0.40924192E-02
      26     -0.26666264E-01     -0.26711773E-01     -0.17041188E-02     -0.40924192E-02

# q=  0.00000000E+00  0.20000000E+00  0.80000000E+00  (qpt 7)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.78141772E-02     -0.19946766E-01     -0.73257953E-04     -0.51017424E-02
       2     -0.12769120E-01     -0.19946766E-01     -0.13733014E-03     -0.51017424E-02
       3     -0.15924842E-01     -0.19946766E-01     -0.20167971E-03     -0.51017424E-02
       4     -0.17784662E-01     -0.19946766E-01     -0.26147220E-03     -0.51017424E-02
       5     -0.18745723E-01     -0.19946766E-01     -0.31634136E-03     -0.51017424E-02
       6     -0.19327848E-01     -0.19946766E-01     -0.36822480E-03     -0.51017424E-02
       7     -0.19620625E-01     -0.19946766E-01     -0.41637508E-03     -0.51017424E-02
       8     -0.19752867E-01     -0.19946766E-01     -0.47272710E-03     -0.51017424E-02
       9     -0.19824419E-01     -0.19946766E-01     -0.52196790E-03     -0.51017424E-02
      10     -0.19867027E-01     -0.19946766E-01     -0.58298562E-03     -0.51017424E-02
      11     -0.19884434E-01     -0.19946766E-01     -0.63609793E-03     -0.51017424E-02
      12     -0.19898780E-01     -0.19946766E-01     -0.70303487E-03     -0.51017424E-02
      13     -0.19908500E-01     -0.19946766E-01     -0.77902667E-03     -0.51017424E-02
      14     -0.19914822E-01     -0.19946766E-01     -0.84644730E-03     -0.51017424E-02
      15     -0.19919942E-01     -0.19946766E-01     -0.94468871E-03     -0.51017424E-02
      16     -0.19923472E-01     -0.19946766E-01     -0.10553160E-02     -0.51017424E-02
      17     -0.19926166E-01     -0.19946766E-01     -0.11569378E-02     -0.51017424E-02
      18     -0.19928318E-01     -0.19946766E-01     -0.12701010E-02     -0.51017424E-02
      19     -0.19929908E-01     -0.19946766E-01     -0.13886408E-02     -0.51017424E-02
      20     -0.19931170E-01     -0.19946766E-01     -0.14964686E-02     -0.51017424E-02
      21     -0.19932403E-01     -0.19946766E-01     -0.16214929E-02     -0.51017424E-02
      22     -0.19933281E-01     -0.19946766E-01     -0.17381581E-02     -0.51017424E-02
      23     -0.19934065E-01     -0.19946766E-01     -0.18584183E-02     -0.51017424E-02
      24     -0.19934754E-01     -0.19946766E-01     -0.19852181E-02     -0.51017424E-02
      25     -0.19935241E-01     -0.19946766E-01     -0.21019150E-02     -0.51017424E-02
      26     -0.19935678E-01     -0.19946766E-01     -0.22249508E-02     -0.51017424E-02

# q=  0.00000000E+00  0.40000000E+00  0.40000000E+00  (qpt 8)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.69586666E-02     -0.25850292E-01     -0.64836238E-04     -0.44034985E-02
       2     -0.12686752E-01     -0.25850292E-01     -0.11709418E-03     -0.44034985E-02
       3     -0.17501441E-01     -0.25850292E-01     -0.16122439E-03     -0.44034985E-02
       4     -0.20918963E-01     -0.25850292E-01     -0.20045111E-03     -0.44034985E-02
       5     -0.22808227E-01     -0.25850292E-01     -0.23757100E-03     -0.44034985E-02
       6     -0.23957538E-01     -0.25850292E-01     -0.27693851E-03     -0.44034985E-02
       7     -0.24592836E-01     -0.25850292E-01     -0.31143069E-03     -0.44034985E-02
       8     -0.24934484E-01     -0.25850292E-01     -0.35937041E-03     -0.44034985E-02
       9     -0.25206906E-01     -0.25850292E-01     -0.40782806E-03     -0.44034985E-02
      10     -0.25427056E-01     -0.25850292E-01     -0.46668533E-03     -0.44034985E-02
      11     -0.25552946E-01     -0.25850292E-01     -0.51656206E-03     -0.44034985E-02
      12     -0.25644658E-01     -0.25850292E-01     -0.58209232E-03     -0.44034985E-02
      13     -0.25693765E-01     -0.25850292E-01     -0.65218416E-03     -0.44034985E-02
      14     -0.25728641E-01     -0.25850292E-01     -0.71234197E-03     -0.44034985E-02
      15     -0.25752240E-01     -0.25850292E-01     -0.78732988E-03     -0.44034985E-02
      16     -0.25765686E-01     -0.25850292E-01     -0.86975108E-03     -0.44034985E-02
      17     -0.25774997E-01     -0.25850292E-01     -0.95311222E-03     -0.44034985E-02
      18     -0.25782726E-01     -0.25850292E-01     -0.10514191E-02     -0.44034985E-02
      19     -0.25790677E-01     -0.25850292E-01     -0.11517180E-02     -0.44034985E-02
      20     -0.25794952E-01     -0.25850292E-01     -0.12525819E-02     -0.44034985E-02
      21     -0.25799076E-01     -0.25850292E-01     -0.13578527E-02     -0.44034985E-02
      22     -0.25802877E-01     -0.25850292E-01     -0.14591286E-02     -0.44034985E-02
      23     -0.25805570E-01     -0.25850292E-01     -0.15644147E-02     -0.44034985E-02
      24     -0.25808077E-01     -0.25850292E-01     -0.16768087E-02     -0.44034985E-02
      25     -0.25809754E-01     -0.25850292E-01     -0.17776601E-02     -0.44034985E-02
      26     -0.25811324E-01     -0.25850292E-01     -0.18865541E-02     -0.44034985E-02

# q=  0.00000000E+00  0.40000000E+00  0.60000000E+00  (qpt 9)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.72968006E-02     -0.30069496E-01     -0.60242452E-04     -0.50276613E-02
       2     -0.13028382E-01     -0.30069496E-01     -0.12757898E-03     -0.50276613E-02
       3     -0.17638128E-01     -0.30069496E-01     -0.18642919E-03     -0.50276613E-02
       4     -0.21166591E-01     -0.30069496E-01     -0.24157026E-03     -0.50276613E-02
       5     -0.23544801E-01     -0.30069496E-01     -0.29409893E-03     -0.50276613E-02
       6     -0.25353241E-01     -0.30069496E-01     -0.34459888E-03     -0.50276613E-02
       7     -0.26536884E-01     -0.30069496E-01     -0.38223352E-03     -0.50276613E-02
       8     -0.27446653E-01     -0.30069496E-01     -0.42762870E-03     -0.50276613E-02
       9     -0.28170957E-01     -0.30069496E-01     -0.47499325E-03     -0.50276613E-02
      10     -0.28707725E-01     -0.30069496E-01     -0.51217042E-03     -0.50276613E-02
      11     -0.29026246E-01     -0.30069496E-01     -0.55758479E-03     -0.50276613E-02
      12     -0.29279628E-01     -0.30069496E-01     -0.60788469E-03     -0.50276613E-02
      13     -0.29455365E-01     -0.30069496E-01     -0.67501592E-03     -0.50276613E-02
      14     -0.29595060E-01     -0.30069496E-01     -0.73059831E-03     -0.50276613E-02
      15     -0.29688851E-01     -0.30069496E-01     -0.81077897E-03     -0.50276613E-02
      16     -0.29755051E-01     -0.30069496E-01     -0.90656533E-03     -0.50276613E-02
      17     -0.29802309E-01     -0.30069496E-01     -0.99142020E-03     -0.50276613E-02
      18     -0.29840690E-01     -0.30069496E-01     -0.10804264E-02     -0.50276613E-02
      19     -0.29868959E-01     -0.30069496E-01     -0.11726070E-02     -0.50276613E-02
      20     -0.29887978E-01     -0.30069496E-01     -0.12657553E-02     -0.50276613E-02
      21     -0.29903180E-01     -0.30069496E-01     -0.13847820E-02     -0.50276613E-02
      22     -0.29916974E-01     -0.30069496E-01     -0.14921597E-02     -0.50276613E-02
      23     -0.29925890E-01     -0.30069496E-01     -0.15931058E-02     -0.50276613E-02
      24     -0.29934245E-01     -0.30069496E-01     -0.17038081E-02     -0.50276613E-02
      25     -0.29939965E-01     -0.30069496E-01     -0.18340603E-02     -0.50276613E-02
      26     -0.29944649E-01     -0.30069496E-01     -0.19594891E-02     -0.50276613E-02

# q=  0.20000000E+00  0.40000000E+00  0.60000000E+00  (qpt 10)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.82885880E-02     -0.28703380E-01     -0.51381339E-04     -0.43175014E-02
       2     -0.14553166E-01     -0.28703380E-01     -0.97167718E-04     -0.43175014E-02
       3     -0.18844857E-01     -0.28703380E-01     -0.14300818E-03     -0.43175014E-02
       4     -0.22054604E-01     -0.28703380E-01     -0.19010454E-03     -0.43175014E-02
       5     -0.24108846E-01     -0.28703380E-01     -0.23549042E-03     -0.43175014E-02
       6     -0.25590168E-01     -0.28703380E-01     -0.28222501E-03     -0.43175014E-02
       7     -0.26552389E-01     -0.28703380E-01     -0.31951379E-03     -0.43175014E-02
       8     -0.27230228E-01     -0.28703380E-01     -0.36377218E-03     -0.43175014E-02
       9     -0.27703628E-01     -0.28703380E-01     -0.40667792E-03     -0.43175014E-02
      10     -0.28058517E-01     -0.28703380E-01     -0.45004089E-03     -0.43175014E-02
      11     -0.28228514E-01     -0.28703380E-01     -0.49657766E-03     -0.43175014E-02
      12     -0.28360551E-01     -0.28703380E-01     -0.54996812E-03     -0.43175014E-02
      13     -0.28445595E-01     -0.28703380E-01     -0.61121338E-03     -0.43175014E-02
      14     -0.28503139E-01     -0.28703380E-01     -0.66983517E-03     -0.43175014E-02
      15     -0.28545276E-01     -0.28703380E-01     -0.74529093E-03     -0.43175014E-02
      16     -0.28572130E-01     -0.28703380E-01     -0.82651469E-03     -0.43175014E-02
      17     -0.28591302E-01     -0.28703380E-01     -0.90286680E-03     -0.43175014E-02
      18     -0.28606784E-01     -0.28703380E-01     -0.98543096E-03     -0.43175014E-02
      19     -0.28616878E-01     -0.28703380E-01     -0.10807957E-02     -0.43175014E-02
      20     -0.28624565E-01     -0.28703380E-01     -0.11748850E-02     -0.43175014E-02
      21     -0.28631161E-01     -0.28703380E-01     -0.12729986E-02     -0.43175014E-02
      22     -0.28636316E-01     -0.28703380E-01     -0.13732909E-02     -0.43175014E-02
      23     -0.28640292E-01     -0.28703380E-01     -0.14707367E-02     -0.43175014E-02
      24     -0.28643603E-01     -0.28703380E-01     -0.15708744E-02     -0.43175014E-02
      25     -0.28646084E-01     -0.28703380E-01     -0.16743939E-02     -0.43175014E-02
      26     -0.28648202E-01     -0.28703380E-01     -0.17821534E-02     -0.43175014E-02

